runId,finalCensus,primarySuccessCount,optionalSuccessCount,maxStackHeight,totalAssets,adjacencyBonusTotal,boomRound,limiterMostHit,seed,policyCount,blightStart,blightEnd,blightClearedCount,stackSum,stacksAbove1,top3StackHeights,endgameSurgeRatio,maxSingleRoundGrowth,rewardPark,rewardMarket,rewardClinic,rewardTransit,rewardPolicy,totalSuitGrowth,totalAdjacencyGrowth,totalPolicyGrowth,totalEndgameBonus,blockedByMissionFail,blockedByJobs,blockedByServices,blockedByPotential,policyRewardsEarned,policiesApplied,assetRewardsEarned,assetsPlaced,rewardsWastedOrCapped,prestigeScore,prestigeMult,boomMult,endgameBase,endgameBonus,blightPenalty
3103,318980,7,6,5,10,11,,Potential,1766085204759,1,0,1,0,71,16,5|5|5,0.825,12,4,2,2,2,2,26,11,0,0,10,4,0,11,2,1,10,10,Policy rewards not active (best-effort),82,1.319369257533069,1,57416,75753,0.18
3104,575971,6,6,5,3,9,,Potential,1766085204761,1,0,0,2,66,16,5|5|5,1.142,18,1,1,2,1,5,25,9,0,70509.85764487257,13,5,0,15,5,1,5,3,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),92,1.4261100153989115,1,103675,147852,0
3105,628719,5,9,5,5,17,4,Jobs,1766085204763,0,1,1,2,68,16,5|5|5,1.088,24,1,2,1,1,4,32,17,0,185967.1063524074,16,62,0,0,4,0,5,5,Policy rewards not active (best-effort),56,1.1299989183075552,1,113169,127881,0.18
3106,426723,5,10,5,7,10,7,None,1766085204765,1,0,0,3,68,16,5|5|5,1.007,22,1,4,2,1,3,35,10,0,1323,14,11,0,8,3,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),89,1.3981967742718506,1,76810,107395,0
3107,1691283,8,11,5,13,17,8,Potential,1766085204767,1,0,0,0,70,16,5|5|5,2.025,21,1,6,6,2,4,25,17,0,853020.7846017058,0,0,0,0,4,1,15,13,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,304431,487090,0
3108,809164,5,10,5,7,18,6,Potential,1766085204769,0,0,0,3,73,16,5|5|5,1.365,26,2,2,2,3,1,29,18,0,213745.9186692464,18,4,0,22,1,0,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),81,1.3706292700710652,1,145650,199632,0
3109,417810,6,7,5,4,11,,Jobs,1766085204771,1,1,0,2,71,16,5|5|5,1.004,18,2,1,0,2,6,28,11,0,0,7,22,0,0,6,1,5,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),90,1.4066747123346808,1,75206,105790,0
3110,594267,5,11,5,8,16,4,Potential,1766085204773,1,0,1,2,73,16,5|5|5,1.055,24,3,1,4,0,3,29,16,0,159664.30586498504,20,0,0,23,3,1,8,8,Policy rewards not active (best-effort),96,1.4777930642087052,1,166395,245897,0.18
3111,1043150,8,9,5,11,11,7,Potential,1766085204775,1,0,0,0,67,16,5|5|5,1.566,26,4,3,3,3,4,32,11,0,373186.6604079859,0,14,0,0,4,1,13,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.562072807431801,1,292082,456253,0
3112,1362292,8,9,5,14,10,7,Potential,1766085204777,1,0,0,0,70,16,5|5|5,1.806,20,7,2,3,3,2,20,10,0,605302.3707333542,0,0,0,0,2,1,15,14,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5482613023438674,1,108983,168734,0
3113,381237,5,7,5,3,18,,Jobs,1766085204780,1,1,0,3,67,16,5|5|5,1.005,14,1,0,2,1,2,24,18,0,0,11,34,0,0,2,1,4,3,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),88,1.3851725318010777,1,30499,42246,0
3114,149251,5,7,5,7,17,,Potential,1766085204781,1,0,2,1,68,16,5|5|5,0.642,12,0,2,4,1,2,27,17,0,0,15,0,0,20,2,1,7,7,Policy rewards not active (best-effort),71,1.2108953611174889,1,26865,32531,0.36
3115,2701157,8,11,5,14,18,4,Potential,1766085204783,1,0,0,0,70,16,5|5|5,2.577,24,4,6,2,4,3,24,18,0,1647241.845052917,0,0,0,0,3,1,16,14,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,486208,777933,0
3116,160868,7,8,5,9,19,,Jobs,1766085204785,1,0,1,0,71,16,5|5|5,0.822,7,2,3,3,1,5,34,19,0,0,4,68,0,0,5,1,9,9,Policy rewards not active (best-effort),82,1.3218190041025804,1,12869,17010,0.18
3117,196781,5,7,5,8,16,4,Jobs,1766085204787,0,0,2,1,68,16,5|5|5,0.643,20,1,3,4,1,1,29,16,0,0,25,29,0,10,1,0,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),40,1.0091171921544817,1,15742,15886,0.36
3118,248207,7,12,5,11,10,,Potential,1766085204789,1,0,0,1,72,16,5|5|5,1.004,7,3,4,4,1,5,16,10,0,0,2,0,0,3,5,1,12,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),84,1.340867226432503,1,44677,59906,0
3119,1335388,6,7,5,9,17,5,Potential,1766085204791,1,0,0,2,73,16,5|5|5,1.788,30,4,2,3,0,3,30,17,0,584386.0849522736,11,0,4,13,3,1,9,9,Policy rewards not active (best-effort),100,1.536856412672658,1,240370,369414,0
3120,1767192,6,13,5,11,16,3,Potential,1766085204793,0,0,1,1,61,16,5|5|5,1.884,28,2,5,3,1,3,32,16,0,1212196.9923921751,13,0,4,8,3,0,11,11,Policy rewards not active (best-effort),74,1.302467253984157,1,141375,184136,0.18
3121,351353,6,10,5,7,10,,Potential,1766085204795,0,0,0,2,74,16,5|5|5,1.004,13,1,3,1,4,1,21,10,0,0,9,0,0,11,1,0,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),61,1.1729762076291905,1,63244,74184,0
3122,685753,7,10,5,9,11,,Potential,1766085204797,1,0,0,1,70,16,5|5|5,1.25,18,1,3,5,3,3,25,11,0,134894.9999638608,5,0,0,6,3,1,12,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5195744130352185,1,54860,83364,0
3123,685855,7,10,5,11,17,5,Jobs,1766085204799,1,0,0,1,71,16,5|5|5,1.25,20,1,5,4,2,4,30,17,0,134894.9999638608,8,25,0,0,4,1,12,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5238495532105778,1,192039,292639,0
3124,374314,6,6,5,4,11,,Jobs,1766085204801,1,0,0,2,71,16,5|5|5,1.006,18,1,1,2,1,4,29,11,0,0,9,25,0,7,4,1,5,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),87,1.3752860762699526,1,67377,92663,0
3125,349899,6,7,5,11,11,,Potential,1766085204803,0,0,1,1,68,16,5|5|5,0.826,17,4,3,4,0,0,25,11,0,1323,11,0,0,13,0,0,11,11,,57,1.138075315696858,1,27992,31857,0.18
3126,705013,8,8,5,9,11,,Jobs,1766085204805,0,0,0,0,66,16,5|5|5,1.268,19,3,0,5,3,5,28,11,0,147084.05878244052,0,14,0,0,5,0,11,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),74,1.3020935691381643,1,197404,257038,0
3127,706242,7,10,5,9,11,,Potential,1766085204807,1,0,0,1,69,16,5|5|5,1.27,17,2,4,2,2,5,28,11,0,147084.05878244052,6,5,0,7,5,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5241438806207313,1,127124,193755,0
3128,628711,7,11,5,11,17,,Jobs,1766085204809,1,0,0,1,70,16,5|5|5,1.194,16,2,3,5,3,3,33,17,0,100764.10659899013,4,23,15,0,3,1,13,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),99,1.511327918204378,1,176039,266053,0
3129,1093360,7,4,5,6,11,,Potential,1766085204811,0,0,0,1,66,16,5|5|5,1.606,19,2,1,2,3,3,32,11,0,408925.17236928677,4,13,0,0,3,0,8,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),73,1.2873588930241344,1,306141,394113,0
3130,829858,7,8,5,8,10,,Potential,1766085204813,1,0,0,1,69,16,5|5|5,1.383,18,2,5,1,1,4,30,10,0,228172.79276414847,6,7,0,7,4,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.526282453112481,1,149374,227987,0
3131,611971,6,7,5,7,16,,Potential,1766085204816,0,0,0,2,67,16,5|5|5,1.179,17,1,2,3,3,1,24,16,0,90232.85550985481,11,2,0,13,1,0,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),75,1.3070081245231333,1,48958,63989,0
3132,46329,3,5,5,2,18,,Jobs,1766085204817,0,1,3,2,71,16,5|5|5,0.462,5,0,1,1,0,2,29,18,0,0,28,60,0,9,2,0,2,2,Policy rewards not active (best-effort),24,0.9170181930790099,1,8339,15000,0.54
3133,267389,5,7,5,8,26,6,Jobs,1766085204819,0,0,2,1,67,16,5|5|5,0.642,28,4,2,1,1,1,34,26,0,0,26,32,16,8,1,0,8,8,Policy rewards not active (best-effort),62,1.1805727923410219,1,21391,25254,0.36
3134,513203,7,9,5,12,18,8,Potential,1766085204821,1,0,0,1,68,16,5|5|5,1.08,22,4,2,5,2,2,18,18,0,36855.62864770472,6,0,0,7,2,1,13,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.563459500656316,1,143697,224664,0
3135,270366,6,7,5,5,10,,Jobs,1766085204823,1,0,0,2,69,16,5|5|5,1.004,9,2,1,2,1,4,32,10,0,0,10,10,0,0,4,1,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),81,1.3130898262781687,1,75702,99404,0
3136,448012,7,9,5,11,18,,Jobs,1766085204825,0,0,0,1,61,16,5|5|5,1.022,16,4,4,2,3,2,28,18,0,7672.799536334168,8,24,0,9,2,0,13,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),74,1.3019005666414223,1,35841,46661,0
3137,1882577,8,9,5,12,25,8,Potential,1766085204827,1,0,0,0,68,16,5|5|5,2.141,21,0,5,6,2,4,26,25,0,1001162.8439564896,0,0,3,0,4,1,13,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,527122,843395,0
3138,705261,8,9,5,12,11,,Jobs,1766085204829,1,0,0,0,71,16,5|5|5,1.269,16,5,4,3,1,4,29,11,0,147084.05878244052,0,15,0,0,4,1,13,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5342203166408794,1,197473,302967,0
3139,765441,6,11,5,8,17,,Potential,1766085204831,1,1,0,2,71,16,5|5|5,1.324,16,3,4,1,1,4,31,17,0,185967.1063524074,8,7,0,6,4,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,214323,342917,0
3140,981545,6,11,5,11,23,4,Potential,1766085204833,0,0,1,1,68,16,5|5|5,1.382,26,3,3,2,3,3,29,23,0,484011.6669598823,15,20,6,6,3,0,11,11,Policy rewards not active (best-effort),73,1.2926639079299354,1,78524,101505,0.18
3141,724192,7,4,5,4,10,,Potential,1766085204835,1,0,0,1,69,16,5|5|5,1.286,16,2,1,2,1,3,25,10,0,159664.30586498504,3,0,0,4,3,1,6,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),96,1.474984895185449,1,130355,192272,0
3142,2257259,8,7,5,10,16,5,Potential,1766085204837,0,0,0,0,68,16,5|5|5,2.351,28,5,2,2,3,3,32,16,0,1295181.3905654752,0,4,0,0,3,0,12,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),68,1.2421764894867722,1,406307,504705,0
3143,373018,7,9,5,8,11,,Potential,1766085204839,1,0,0,1,67,16,5|5|5,1.002,13,2,3,3,1,5,19,11,0,0,4,0,0,5,5,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),90,1.408484869272565,1,67143,94570,0
3144,2086218,8,10,5,12,18,3,None,1766085204841,0,0,0,0,70,16,5|5|5,2.259,23,3,3,5,4,3,26,18,0,1158026.2108802935,0,9,0,0,3,0,15,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),85,1.4216807354862953,1,375519,533868,0
3145,1389908,7,12,5,13,16,4,None,1766085204843,0,0,0,1,71,16,5|5|5,1.825,24,4,3,6,2,3,29,16,0,626493.2799043342,10,9,0,11,3,0,15,13,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),83,1.3918787248640911,1,389174,541683,0
3146,239888,5,9,5,7,10,,Potential,1766085204845,1,0,1,2,69,16,5|5|5,0.824,15,0,2,2,3,2,18,10,0,0,14,8,0,17,2,1,7,7,Policy rewards not active (best-effort),75,1.2452988880245461,1,19191,23899,0.18
3147,417872,7,7,5,11,15,,Potential,1766085204847,1,0,0,1,65,16,5|5|5,1.004,14,2,6,2,2,1,27,15,0,0,5,5,0,6,1,1,12,11,Unplaced assets remaining (best-effort),96,1.4740351767659525,1,75217,110873,0
3148,458745,6,11,5,10,17,,Potential,1766085204849,1,0,0,2,63,15,5|5|5,1.029,14,3,3,4,1,1,23,17,0,12157.823389288618,9,0,0,11,1,1,11,10,Unplaced assets remaining (best-effort),100,1.5253578446849163,1,82574,125955,0
3149,78556,6,9,5,7,18,,Potential,1766085204851,0,0,2,0,67,16,5|5|5,0.643,5,1,4,2,0,6,18,18,0,0,9,0,0,12,6,0,7,7,Policy rewards not active (best-effort),43,1.0289860445828942,1,21996,22634,0.36
3150,135082,3,8,5,3,10,,Potential,1766085204853,1,1,2,2,73,16,5|5|5,0.642,16,0,2,1,0,1,22,10,0,0,25,0,0,34,1,1,3,3,,59,1.1056372864720592,1,10807,15000,0.36
3151,834266,6,8,5,9,11,4,Potential,1766085204855,0,0,1,1,72,16,5|5|5,1.266,20,4,3,0,2,3,23,11,0,355780.50562851387,14,0,0,9,3,0,9,9,Policy rewards not active (best-effort),66,1.2247112826559752,1,150168,183912,0.18
3152,1252478,6,10,5,7,22,6,Potential,1766085204857,1,0,0,2,67,16,5|5|5,1.728,29,1,4,2,1,3,27,22,0,523309.60840372025,14,3,0,9,3,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,225446,360714,0
3153,386496,7,7,5,9,18,,Potential,1766085204859,0,0,1,0,68,16,5|5|5,0.853,12,1,2,3,3,4,29,18,0,17374.481426130922,7,0,0,8,4,0,9,9,Policy rewards not active (best-effort),68,1.235681975989538,1,30920,38207,0.18
3154,270205,4,11,5,5,10,,Potential,1766085204861,0,0,0,3,68,16,5|5|5,1.004,13,1,3,2,1,2,26,10,0,0,16,19,0,6,2,0,7,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),54,1.1136331947142064,1,48637,54164,0
3155,611400,5,9,5,7,18,6,Potential,1766085204863,0,0,0,3,71,16,5|5|5,1.178,26,3,1,2,2,2,31,18,0,90232.85550985481,19,5,2,15,2,0,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),76,1.3252015729950066,1,110052,145841,0
3156,310743,5,8,5,9,18,,Potential,1766085204865,0,0,2,1,66,16,5|5|5,0.675,18,2,3,2,2,0,38,18,0,23259.578737469998,20,15,0,19,0,0,9,9,,58,1.1496709179801048,1,24859,28580,0.36
3157,921809,5,10,5,3,17,6,Potential,1766085204867,1,1,0,3,70,16,5|5|5,1.465,24,0,0,2,3,6,26,17,0,289332.11440898,13,16,0,9,6,1,5,3,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5992364044429928,1,165926,265355,0
3158,3844064,8,7,5,11,24,4,Potential,1766085204869,1,0,0,0,73,16,5|5|5,3.065,39,2,5,3,2,3,30,24,0,2585875.4695970076,0,4,0,0,3,1,12,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5893900097674196,1,691932,1099750,0
3159,1450267,8,10,5,13,17,5,Potential,1766085204871,1,0,0,0,70,16,5|5|5,1.868,25,3,5,3,3,4,21,17,0,669689.6272268303,0,0,0,0,4,1,14,13,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,261048,417677,0
3160,300385,5,4,5,4,10,,Potential,1766085204874,1,1,0,3,71,16,5|5|5,1.006,11,2,0,1,3,2,27,10,0,0,15,5,0,4,2,1,6,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),79,1.2936776054396988,1,54069,69948,0
3161,144598,5,9,5,5,11,,Potential,1766085204876,0,0,0,3,69,16,5|5|5,1.002,5,0,5,0,2,2,23,11,0,0,9,0,0,13,2,0,7,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),50,1.0773576741150637,1,11568,15000,0
3162,830627,7,7,5,7,16,8,Jobs,1766085204878,1,1,0,1,72,16,5|5|5,1.384,21,2,4,2,1,4,38,16,0,228172.79276414847,4,29,8,0,4,1,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),91,1.4216235193972302,1,232576,330636,0
3163,485981,7,9,5,8,11,,Potential,1766085204879,1,0,0,1,73,16,5|5|5,1.056,13,2,3,4,0,5,24,11,0,23259.578737469998,4,4,0,5,5,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),95,1.4602472905501023,1,87477,127738,0
3164,876071,6,6,5,5,11,,Potential,1766085204881,0,1,0,2,70,16,5|5|5,1.425,18,1,2,1,3,1,28,11,0,258072.58194873488,9,6,0,11,1,0,7,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),73,1.2864381263594482,1,157693,202862,0
3165,629029,6,10,5,7,11,,None,1766085204883,1,0,0,2,70,16,5|5|5,1.195,19,3,2,2,1,4,27,11,0,100764.10659899013,10,9,0,8,4,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),97,1.4892867058564114,1,113225,168624,0
3166,1118737,6,13,5,6,16,5,Potential,1766085204885,1,0,0,2,68,16,5|5|5,1.626,26,1,1,2,4,6,29,16,0,427250.5226842455,10,0,0,13,6,1,8,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,89499,143198,0
3167,945237,7,9,5,9,18,8,Potential,1766085204887,0,0,0,1,67,16,5|5|5,1.484,21,2,2,4,3,3,24,18,0,305459.65136341815,4,0,0,5,3,0,11,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),83,1.4017576141548642,1,75619,106000,0
3168,350984,8,8,5,11,17,,Potential,1766085204889,1,0,0,0,69,16,5|5|5,1.003,9,2,4,5,1,4,26,17,0,0,0,0,0,0,4,1,12,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),96,1.4819312194958485,1,63177,93624,0
3169,472257,5,9,5,7,17,7,Potential,1766085204891,1,0,0,3,69,16,5|5|5,1.043,24,1,3,2,2,2,26,17,0,17374.481426130922,12,2,0,15,2,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),98,1.5005384407053264,1,37781,56692,0
3170,808664,7,6,5,9,11,,Potential,1766085204894,1,0,0,1,73,16,5|5|5,1.364,18,3,2,3,2,2,27,11,0,213745.9186692464,8,2,0,9,2,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5219167505703555,1,145560,221530,0
3171,1225261,8,7,5,9,17,8,Potential,1766085204896,1,0,0,0,67,16,5|5|5,1.707,21,3,2,2,3,5,27,17,0,503516.85731168836,0,0,0,0,5,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,220547,352875,0
3172,182119,5,9,5,6,11,,Jobs,1766085204898,1,0,0,3,63,16,5|5|5,1.006,8,2,2,2,1,3,23,11,0,0,8,30,0,1,3,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),77,1.2733095994577548,1,14570,18552,0
3173,448317,5,7,5,7,17,5,Jobs,1766085204899,1,0,0,3,71,16,5|5|5,1.023,22,1,3,3,0,3,27,17,0,7672.799536334168,18,40,0,0,3,1,7,7,Policy rewards not active (best-effort),87,1.3732329901759228,1,35865,49251,0
3174,1171401,7,8,5,7,11,8,Potential,1766085204902,1,0,0,1,71,16,5|5|5,1.667,22,2,3,2,1,4,25,11,0,464796.89207989676,8,4,0,9,4,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5399143061179585,1,327992,505080,0
3175,144665,5,8,5,5,16,,Potential,1766085204904,0,0,0,3,68,16,5|5|5,1.003,7,1,2,2,3,2,21,16,0,0,9,0,0,10,2,0,8,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),55,1.118222275689668,1,11573,15000,0
3176,282136,6,11,5,11,10,,Potential,1766085204905,1,0,1,1,59,16,5|5|5,0.823,10,3,3,3,2,4,29,10,0,0,14,0,0,16,4,1,11,11,Policy rewards not active (best-effort),80,1.2960071568010536,1,50784,65816,0.18
3177,1091394,6,8,5,9,25,7,Potential,1766085204907,1,0,0,2,70,16,5|5|5,1.603,34,3,4,2,1,2,23,25,0,408925.17236928677,16,0,0,19,2,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,196451,314322,0
3178,374118,6,10,5,6,11,,Potential,1766085204910,1,0,0,2,67,16,5|5|5,1.005,11,2,2,2,3,4,23,11,0,0,6,0,0,8,4,1,9,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),89,1.3981433316455574,1.35,104753,197721,0
3179,140120,4,7,5,6,17,,Potential,1766085204912,0,1,2,2,70,16,5|5|5,0.643,10,1,2,2,1,1,30,17,0,0,22,0,0,28,1,0,6,6,Policy rewards not active (best-effort),43,1.0259075575118748,1,11210,15000,0.36
3180,92751,3,9,5,6,10,,Potential,1766085204914,0,0,2,2,68,16,5|5|5,0.643,8,0,3,1,2,0,28,10,0,0,27,13,0,27,0,0,6,6,,30,0.9480386046966243,1,7420,15000,0.36
3181,307520,5,7,5,2,10,,Potential,1766085204916,0,1,0,3,68,16,5|5|5,1.005,14,1,0,0,2,4,21,10,0,0,12,0,0,6,4,0,3,2,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),56,1.1270982228103692,1,55354,62389,0
3182,944035,6,8,5,6,24,7,Potential,1766085204918,1,0,0,2,71,16,5|5|5,1.483,28,0,5,1,1,2,22,24,0,305459.65136341815,13,0,0,15,2,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,169926,271882,0
3183,1279628,6,9,5,7,24,4,Potential,1766085204920,1,0,0,2,69,16,5|5|5,1.747,24,2,3,1,2,5,34,24,0,543387.1613758657,15,8,0,7,5,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5842402464300716,1,358296,567627,0
3184,628082,7,8,5,11,17,4,Jobs,1766085204921,0,0,1,0,61,14,5|5|5,1.087,22,3,2,3,3,2,33,17,0,185967.1063524074,10,18,0,11,2,0,11,11,Policy rewards not active (best-effort),69,1.2532097858372615,1,113055,141682,0.18
3185,374285,6,11,5,7,11,,Potential,1766085204923,1,0,0,2,70,16,5|5|5,1.006,11,2,3,1,2,5,30,11,0,0,9,2,0,7,5,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),90,1.4031455488402986,1,67371,94531,0
3186,1143352,7,6,5,7,17,7,Jobs,1766085204925,1,0,0,1,72,16,5|5|5,1.644,28,2,2,4,2,2,26,17,0,445875.48913226865,6,21,0,0,2,1,10,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,205803,329285,0
3187,1042591,7,9,5,9,16,7,Jobs,1766085204927,1,0,0,1,70,16,5|5|5,1.565,32,2,2,3,2,4,36,16,0,373186.6604079859,8,13,0,0,4,1,9,9,Policy rewards not active (best-effort),100,1.573724938520015,1,187666,295335,0
3188,344784,6,10,5,6,11,,Potential,1766085204929,1,0,0,2,63,16,5|5|5,1.006,16,2,1,3,0,6,25,11,0,0,7,0,0,9,6,1,6,6,Policy rewards not active (best-effort),88,1.3814410005268143,1,62061,85734,0
3189,895556,5,4,5,5,23,4,Potential,1766085204932,1,1,1,2,66,16,5|5|5,1.315,26,3,0,1,1,1,27,23,0,408925.17236928677,20,4,0,20,1,1,5,5,,100,1.5487039282928023,1,161200,249651,0.18
3190,122513,5,6,5,4,18,,Jobs,1766085204934,1,0,0,3,71,16,5|5|5,1.002,6,3,0,1,1,1,33,18,0,0,8,81,0,0,1,1,5,4,Unplaced assets remaining (best-effort),75,1.2481803443930908,1,22052,27525,0
3191,472845,6,9,5,10,10,8,Potential,1766085204936,0,0,0,2,66,16,5|5|5,1.044,22,2,3,4,3,1,20,10,0,17374.481426130922,8,9,0,10,1,0,12,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),66,1.2172450300879585,1,37828,46046,0
3192,1390232,7,9,5,11,18,4,Potential,1766085204938,1,0,0,1,69,16,5|5|5,1.825,26,3,4,2,3,4,29,18,0,626493.2799043342,4,5,0,5,4,1,12,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,389265,622824,0
3193,897588,8,9,5,13,10,,Potential,1766085204940,1,0,0,0,70,16,5|5|5,1.443,16,8,3,3,1,2,25,10,0,273534.86787965195,0,2,0,0,2,1,15,13,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5482613023438674,1,71807,111176,0
3194,269933,6,9,5,7,17,,Potential,1766085204942,1,0,0,2,67,16,5|5|5,1.003,11,2,3,2,1,2,25,17,0,0,8,0,0,12,2,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),90,1.4088111193270745,1,48588,68451,0
3195,388565,5,9,5,3,18,8,Potential,1766085204944,1,1,0,3,68,16,5|5|5,1.004,22,1,0,3,0,4,32,18,0,0,13,2,0,16,4,1,4,3,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),96,1.4735513599067673,1,31085,45805,0
3196,1118473,8,5,5,6,11,,Potential,1766085204945,1,0,0,0,66,16,5|5|5,1.625,17,2,2,3,0,6,26,11,0,427250.5226842455,0,4,0,0,6,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5347694162919092,1,313172,480647,0
3197,106643,5,9,5,7,17,,Potential,1766085204947,0,0,1,2,70,16,5|5|5,0.823,7,1,2,4,2,1,20,17,0,0,8,0,0,13,1,0,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),48,1.0664191440470245,1,8531,15000,0.18
3198,388745,8,11,5,14,11,,Potential,1766085204949,1,0,0,0,71,16,5|5|5,1.005,10,2,8,5,0,4,17,11,0,0,0,0,0,0,4,1,15,14,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),93,1.4422712191329308,1.35,69974,136244,0
3199,875888,6,12,5,10,16,8,Potential,1766085204952,1,1,0,2,72,16,5|5|5,1.425,28,1,5,5,0,1,20,16,0,258072.58194873488,7,0,3,8,1,1,11,10,Unplaced assets remaining (best-effort),100,1.5478871873339388,1,157660,244040,0
3200,302526,6,11,5,12,18,,Potential,1766085204954,0,0,2,0,70,16,5|5|5,0.668,17,3,3,4,2,2,23,18,0,17374.481426130922,12,0,0,15,2,0,12,12,Policy rewards not active (best-effort),61,1.172235579188312,1,54455,63834,0.36
3201,471848,6,10,5,9,11,,None,1766085204956,1,0,0,2,68,16,5|5|5,1.042,16,3,3,4,0,3,25,11,0,17374.481426130922,9,0,0,5,3,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),93,1.4451656984716577,1,132117,190931,0
3202,448285,5,10,5,3,18,,Potential,1766085204958,0,1,0,3,70,16,5|5|5,1.023,18,1,1,1,3,3,22,18,0,7672.799536334168,11,0,0,13,3,0,6,3,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),73,1.2872168250398752,1,35863,46163,0
