runId,finalCensus,primarySuccessCount,optionalSuccessCount,maxStackHeight,totalAssets,adjacencyBonusTotal,boomRound,limiterMostHit,seed,policyCount,blightStart,blightEnd,blightClearedCount,stackSum,stacksAbove1,top3StackHeights,endgameSurgeRatio,maxSingleRoundGrowth,rewardPark,rewardMarket,rewardClinic,rewardTransit,rewardPolicy,totalSuitGrowth,totalAdjacencyGrowth,totalPolicyGrowth,totalEndgameBonus,blockedByMissionFail,blockedByJobs,blockedByServices,blockedByPotential,policyRewardsEarned,policiesApplied,assetRewardsEarned,assetsPlaced,rewardsWastedOrCapped,prestigeScore,prestigeMult,boomMult,endgameBase,endgameBonus,blightPenalty
721,1569587,7,10,5,11,18,6,Potential,1766085199918,1,0,0,1,72,16,5|5|5,1.948,28,2,5,2,4,1,23,18,0,759278.7327581643,6,17,0,0,1,1,13,11,Unplaced assets remaining (best-effort),100,1.6,1,282526,452042,0
722,278095,5,9,5,5,18,,Jobs,1766085199920,0,0,0,3,69,16,5|5|5,1.005,8,1,2,2,1,2,33,18,0,0,14,59,0,0,2,0,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),64,1.2019826380551504,1,22248,26742,0
723,1041358,7,10,5,9,16,8,Services,1766085199922,0,0,0,1,64,16,5|5|5,1.563,35,2,5,3,2,3,35,16,0,373186.6604079859,7,0,46,0,3,0,12,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),67,1.2270176196708023,1,83309,102222,0
724,528342,8,10,5,10,17,,Potential,1766085199924,1,0,0,0,66,16,5|5|5,1.095,12,2,4,4,2,6,27,17,0,44498.7548940059,0,0,0,0,6,1,12,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5762976023331188,1,147936,233191,0
725,921598,8,9,5,11,17,8,Jobs,1766085199926,1,0,0,0,73,16,5|5|5,1.464,23,5,4,3,1,4,34,17,0,289332.11440898,0,23,0,0,4,1,13,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,258047,412875,0
726,1042013,5,7,5,2,16,7,Potential,1766085199929,0,1,0,3,59,16,5|5|5,1.564,25,0,2,0,2,3,24,16,0,373186.6604079859,14,4,11,13,3,0,4,2,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),69,1.2524495649994964,1,187562,234912,0
727,1041497,7,9,5,9,17,8,Potential,1766085199931,0,0,0,1,68,16,5|5|5,1.563,27,2,3,3,2,3,22,17,0,373186.6604079859,10,5,0,0,3,0,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),80,1.3672584646640833,1,187469,256319,0
728,577404,6,6,5,6,10,,Potential,1766085199933,1,1,0,2,72,16,5|5|5,1.145,15,1,2,4,0,3,23,10,0,70509.85764487257,9,9,0,6,3,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),93,1.4388762559846433,1,161673,232627,0
729,210932,6,8,5,7,11,,Potential,1766085199935,1,0,0,2,71,16,5|5|5,1.002,7,2,3,2,1,3,19,11,0,0,8,0,0,10,3,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),80,1.2989462379006822,1,37968,49318,0
730,221593,4,12,5,6,16,,Jobs,1766085199937,0,1,1,3,69,16,5|5|5,0.823,13,0,2,3,2,1,28,16,0,0,17,43,0,7,1,0,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),48,1.0640124721668984,1,17727,18862,0.18
731,665865,8,9,5,12,18,5,Jobs,1766085199939,1,0,0,0,69,16,5|5|5,1.23,26,3,3,6,1,4,30,18,0,123105.68765081376,0,42,0,0,4,1,13,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),97,1.4872552002285602,1,119856,178256,0
732,1420888,8,12,5,16,10,4,Potential,1766085199941,0,0,0,0,70,16,5|5|5,1.848,23,4,4,5,4,3,29,10,0,647956.4599019219,0,8,2,0,3,0,17,16,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),77,1.3333070888490037,1,255760,341007,0
733,448265,5,13,5,6,10,8,Potential,1766085199943,1,0,0,3,70,16,5|5|5,1.023,26,1,4,1,2,2,32,10,0,7672.799536334168,17,4,0,21,2,1,8,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),91,1.421134942897571,1,125514,178372,0
734,594230,7,6,5,9,16,,Potential,1766085199945,0,0,1,0,68,16,5|5|5,1.055,18,2,3,2,2,3,27,16,0,159664.30586498504,8,0,0,9,3,0,9,9,Policy rewards not active (best-effort),70,1.2635831241952704,1,47538,60068,0.18
735,396076,5,6,5,5,11,,Potential,1766085199947,1,0,0,3,68,16,5|5|5,1.005,19,1,2,1,2,2,28,11,0,0,13,0,0,6,2,1,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),87,1.3710635707626762,1,71294,97749,0
736,287795,4,5,5,4,11,,Potential,1766085199949,0,1,1,3,73,16,5|5|5,0.822,17,0,2,1,1,1,22,11,0,0,15,6,0,18,1,0,4,4,Policy rewards not active (best-effort),49,1.071864244464963,1.35,23024,33316,0.18
737,831408,7,7,5,8,18,,Potential,1766085199951,0,0,0,1,70,16,5|5|5,1.386,18,1,2,4,3,2,30,18,0,228172.79276414847,6,4,0,7,2,0,10,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),81,1.369596427931119,1,149653,204964,0
738,106831,4,9,5,7,11,,Potential,1766085199953,1,0,2,2,67,16,5|5|5,0.642,10,1,3,3,0,1,21,11,0,0,17,0,0,22,1,1,7,7,,60,1.1159620987247565,1,8546,15000,0.36
739,594892,8,6,5,12,19,6,Jobs,1766085199955,1,0,0,0,70,16,5|5|5,1.162,20,3,3,4,2,2,32,19,0,80143.66663820032,0,36,0,0,2,1,12,12,Policy rewards not active (best-effort),100,1.597366355111106,1,166570,266073,0
740,1017859,7,8,5,9,17,7,Potential,1766085199957,1,0,0,1,68,16,5|5|5,1.545,22,1,3,4,1,4,26,17,0,355780.50562851387,5,0,0,6,4,1,9,9,Policy rewards not active (best-effort),100,1.6,1,183215,293144,0
741,685980,7,9,5,7,17,8,Potential,1766085199959,1,0,0,1,68,16,5|5|5,1.251,22,2,4,2,0,5,21,17,0,134894.9999638608,4,0,0,5,5,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5967330831839819,1,192074,306691,0
742,786942,6,12,5,6,18,8,Jobs,1766085199961,0,1,0,2,73,16,5|5|5,1.345,20,1,3,2,2,4,24,18,0,199675.31664806203,8,16,0,0,4,0,8,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),83,1.3928208459125033,1,220344,306900,0
743,201510,4,10,5,9,16,,Potential,1766085199963,0,0,2,2,69,16,5|5|5,0.643,18,1,5,2,1,0,20,16,0,0,19,2,0,24,0,0,9,9,,48,1.0643577939644582,1,16121,17159,0.36
744,831597,5,9,5,7,18,8,Potential,1766085199965,1,1,0,3,70,16,5|5|5,1.386,26,1,2,2,3,2,29,18,0,228172.79276414847,15,0,0,9,2,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,149687,239499,0
745,191452,6,9,5,11,11,,Potential,1766085199967,1,0,1,1,63,16,5|5|5,0.823,9,1,4,4,2,2,23,11,0,0,12,0,0,5,2,1,11,11,Policy rewards not active (best-effort),74,1.241586437014905,1,15316,19016,0.18
746,628465,7,8,5,8,11,,Potential,1766085199969,1,0,0,1,70,16,5|5|5,1.194,16,3,2,2,2,3,25,11,0,100764.10659899013,4,10,0,0,3,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),97,1.4943572796465925,1,113124,169048,0
747,418243,5,7,5,7,16,,Potential,1766085199972,0,0,0,3,68,16,5|5|5,1.005,17,4,2,1,2,0,22,16,0,0,11,0,0,13,0,0,9,7,Unplaced assets remaining (best-effort),68,1.238976651430241,1,33459,41455,0
748,1568087,7,11,5,10,11,6,Potential,1766085199974,1,1,0,1,71,16,5|5|5,1.946,22,2,5,1,3,5,22,11,0,759278.7327581643,1,3,0,0,5,1,11,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.557365417471941,1,439064,683783,0
749,233460,5,13,5,8,18,,Jobs,1766085199976,1,0,1,2,72,16,5|5|5,0.822,18,1,4,3,2,2,29,18,0,0,17,33,0,14,2,1,10,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),78,1.2803100965582095,1,18677,23912,0.18
750,92710,4,10,5,6,11,,Potential,1766085199978,1,1,2,2,68,16,5|5|5,0.642,6,1,1,4,0,2,29,11,0,0,13,0,0,19,2,1,6,6,Policy rewards not active (best-effort),60,1.1105228560921405,1,16688,18532,0.36
751,746237,7,7,5,7,18,,Potential,1766085199979,0,0,0,1,73,16,5|5|5,1.308,15,1,3,3,2,3,27,18,0,172627.7920180436,5,0,0,6,3,0,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),81,1.3737137480817811,1,134323,184521,0
752,1043009,5,8,5,3,23,6,Potential,1766085199981,1,0,0,3,71,16,5|5|5,1.566,26,1,1,0,3,3,27,23,0,373186.6604079859,21,0,4,16,3,1,5,3,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,292043,467269,0
753,1391326,7,7,5,10,16,4,Jobs,1766085199983,0,0,0,1,69,16,5|5|5,1.827,38,0,4,5,3,0,31,16,0,626493.2799043342,10,13,0,0,0,0,12,10,Unplaced assets remaining (best-effort),71,1.2665932483856597,1,111306,140979,0
754,705386,7,8,5,8,18,,Potential,1766085199986,1,0,0,1,68,16,5|5|5,1.269,15,1,2,5,1,4,21,18,0,147084.05878244052,8,9,0,0,4,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,126969,203150,0
755,685547,6,5,5,4,11,4,Jobs,1766085199988,1,0,0,2,67,16,5|5|5,1.25,24,2,0,2,2,2,34,11,0,134894.9999638608,15,28,0,7,2,1,6,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),82,1.3202048577263958,1,123398,162911,0
756,2118113,7,4,5,8,24,6,Potential,1766085199990,1,0,0,1,69,16,5|5|5,2.276,34,2,4,1,1,3,24,24,0,1184995.5193369067,6,5,0,7,3,1,8,8,Policy rewards not active (best-effort),100,1.6,1,593072,948915,0
757,239873,5,11,5,9,18,,Potential,1766085199992,1,0,1,2,72,16,5|5|5,0.823,14,1,4,5,0,2,25,18,0,0,15,0,0,20,2,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),84,1.3460495935870793,1,43177,58118,0.18
758,294273,4,9,5,6,18,6,Potential,1766085199994,0,0,1,3,68,16,5|5|5,0.823,22,3,1,0,2,1,26,18,0,0,26,0,0,22,1,0,6,6,Policy rewards not active (best-effort),59,1.1576611128899974,1,23542,27254,0.18
759,831110,7,11,5,9,18,7,Potential,1766085199996,1,1,0,1,66,16,5|5|5,1.385,20,1,3,4,3,4,23,18,0,228172.79276414847,1,9,0,1,4,1,11,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,149600,239360,0
760,1450379,7,5,5,9,24,6,Potential,1766085199998,1,0,0,1,65,16,5|5|5,1.868,26,4,4,2,0,2,29,24,0,669689.6272268303,8,8,4,9,2,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,116030,185648,0
761,499913,5,6,5,6,10,,None,1766085200000,1,0,0,3,70,16,5|5|5,1.069,18,2,2,2,1,2,28,10,0,29765.74166422024,14,13,0,14,2,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),89,1.400354129174186,1,139976,196016,0
762,46312,3,5,5,5,11,,Potential,1766085200002,0,0,3,0,69,16,5|5|5,0.462,8,1,2,2,0,1,23,11,0,0,24,0,0,34,1,0,5,5,Policy rewards not active (best-effort),20,0.8967167451265323,1,3705,15000,0.54
763,373270,7,10,5,6,11,,Potential,1766085200004,0,0,0,1,66,16,5|5|5,1.003,13,1,1,2,5,6,27,11,0,0,5,14,0,6,6,0,9,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),65,1.2063128310004179,1,67189,81051,0
764,561134,7,9,5,11,17,,Potential,1766085200006,1,0,0,1,67,16,5|5|5,1.129,15,4,4,3,1,2,28,17,0,61346.26699388644,5,0,0,6,2,1,12,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5636329878628321,1,101004,157933,0
765,351174,5,10,5,5,11,,Jobs,1766085200008,1,0,0,3,66,16,5|5|5,1.003,18,0,3,2,1,4,34,11,0,0,11,26,0,6,4,1,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),87,1.3689543109602424,1,63211,86533,0
766,381608,8,8,5,12,17,,Potential,1766085200010,1,0,0,0,72,16,5|5|5,1.006,11,2,3,3,6,2,21,17,0,0,0,0,0,0,2,1,14,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),98,1.499857079337291,1,30529,45789,0
767,685270,5,5,5,5,18,6,Potential,1766085200012,1,0,0,3,72,16,5|5|5,1.249,28,1,2,1,1,3,30,18,0,134894.9999638608,19,0,0,25,3,1,5,5,Policy rewards not active (best-effort),100,1.5466525832588103,1,123349,190778,0
768,117712,5,8,5,8,11,,Potential,1766085200014,0,0,3,0,69,16,5|5|5,0.462,14,3,1,3,1,2,32,11,0,0,19,21,0,17,2,0,8,8,Policy rewards not active (best-effort),33,0.9620589722544262,1,9417,15000,0.54
769,351567,7,9,5,12,11,,Potential,1766085200016,1,0,0,1,69,16,5|5|5,1.004,9,2,2,4,5,1,30,11,0,0,7,0,0,8,1,1,13,12,Unplaced assets remaining (best-effort),89,1.3958405666979297,1,63282,88332,0
770,292698,4,12,5,2,18,,Jobs,1766085200018,1,1,0,4,70,16,5|5|5,1.005,13,1,0,2,0,4,36,18,0,0,25,28,0,18,4,1,3,2,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),84,1.3436217823040049,1,81955,110117,0
771,210975,5,8,5,9,10,4,Potential,1766085200020,0,0,2,1,70,16,5|5|5,0.643,22,1,5,2,1,1,29,10,0,0,21,5,0,18,1,0,9,9,Policy rewards not active (best-effort),43,1.0262151423642791,1,37976,38972,0.36
772,210484,4,7,5,6,16,6,Potential,1766085200022,0,0,2,2,68,16,5|5|5,0.642,20,1,3,2,0,0,31,16,0,0,36,5,0,31,0,0,6,6,,36,0.9825252974901237,1,16839,16545,0.36
773,485666,7,7,5,7,11,,Jobs,1766085200024,0,0,0,1,70,16,5|5|5,1.055,19,2,1,2,3,4,31,11,0,23259.578737469998,7,21,0,8,4,0,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),64,1.19706197868507,1,87420,104647,0
774,336249,7,9,5,10,11,,Potential,1766085200026,1,0,0,1,68,16,5|5|5,1.003,11,1,4,5,1,3,22,11,0,0,6,9,0,7,3,1,11,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),88,1.3874773751727678,1,94150,130631,0
775,830766,6,8,5,8,15,6,Potential,1766085200029,1,0,0,2,69,16,5|5|5,1.385,20,1,3,5,0,2,27,15,0,228172.79276414847,17,2,0,7,2,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.577991295955063,1,232614,367063,0
776,1067940,6,10,5,9,11,4,Potential,1766085200031,1,0,0,2,68,16,5|5|5,1.586,22,4,3,2,1,2,27,11,0,390902.7404988706,11,0,0,13,2,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5346987413799273,1,85435,131117,0
777,767010,7,8,5,8,17,,Potential,1766085200033,0,0,0,1,67,16,5|5|5,1.327,17,1,3,3,3,3,30,17,0,185967.1063524074,6,3,0,7,3,0,10,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),81,1.371419886404797,1,61361,84152,0
778,968554,6,5,5,6,11,7,Potential,1766085200035,1,0,0,2,71,16,5|5|5,1.504,20,2,3,1,1,2,31,11,0,321913.0288456441,9,0,0,11,2,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),98,1.5021887215371141,1,77484,116396,0
779,1143490,7,10,5,12,16,7,Potential,1766085200037,1,0,0,1,68,16,5|5|5,1.644,24,3,4,2,5,2,25,16,0,445875.48913226865,8,2,0,0,2,1,14,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,205828,329325,0
780,593203,6,5,5,6,18,8,Potential,1766085200039,1,0,0,2,68,16,5|5|5,1.159,22,2,3,0,2,2,23,18,0,80143.66663820032,10,0,0,12,2,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.542133267491682,1,106777,164664,0
781,380843,7,8,5,10,16,,Potential,1766085200040,0,0,0,1,69,16,5|5|5,1.004,12,4,2,3,3,1,21,16,0,0,3,0,0,4,1,0,12,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),70,1.2541703038592757,1,68552,85976,0
782,130939,5,12,5,8,18,,Potential,1766085200043,1,0,1,2,66,16,5|5|5,0.824,6,2,2,4,0,1,28,18,0,0,12,0,0,9,1,1,8,8,,78,1.279972090306028,1,23569,30168,0.18
783,426491,5,7,5,5,11,,Jobs,1766085200045,1,0,0,3,71,16,5|5|5,1.007,16,1,2,2,1,2,22,11,0,1323,14,13,0,5,2,1,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),89,1.3939455399866472,1,119417,166461,0
784,288234,5,10,5,12,16,,Jobs,1766085200047,0,0,1,2,63,16,5|5|5,0.823,18,2,4,4,2,0,25,16,0,0,22,35,0,0,0,0,12,12,,59,1.1536127572582588,1,23059,26601,0.18
785,159145,5,7,5,9,11,,Jobs,1766085200049,0,0,2,1,70,16,5|5|5,0.644,18,3,3,2,1,0,24,11,0,0,19,24,0,11,0,0,9,9,,39,1.0020749871384598,1,12732,15000,0.36
786,248038,7,8,5,7,10,,Potential,1766085200051,1,0,0,1,68,16,5|5|5,1.003,9,2,0,5,2,4,26,10,0,0,3,0,0,4,4,1,9,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),82,1.3213801366806115,1,44647,58996,0
787,831030,6,10,5,9,18,7,Potential,1766085200053,1,0,0,2,67,16,5|5|5,1.385,22,3,3,4,2,2,26,18,0,228172.79276414847,8,0,0,10,2,1,12,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,149585,239336,0
788,794206,5,9,5,5,24,5,Potential,1766085200055,1,0,1,2,69,16,5|5|5,1.233,36,0,3,3,0,3,33,24,0,321913.0288456441,23,11,0,18,3,1,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),96,1.4822572493798896,1,63536,94177,0.18
789,487134,6,12,5,12,18,,Potential,1766085200057,1,0,1,1,70,16,5|5|5,0.952,15,0,4,5,3,2,25,18,0,80143.66663820032,12,0,0,14,2,1,12,12,Policy rewards not active (best-effort),98,1.496055387418989,1,136398,204059,0.18
790,544192,7,8,5,11,16,5,Jobs,1766085200059,1,0,0,1,64,16,5|5|5,1.111,21,3,3,4,3,2,26,16,0,52669.578664227694,8,50,0,0,2,1,13,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5390590352234736,1,97955,150759,0
791,240273,4,10,5,6,15,,Potential,1766085200061,0,1,1,3,67,16,5|5|5,0.825,12,2,1,2,1,1,33,15,0,0,19,0,0,24,1,0,6,6,Policy rewards not active (best-effort),53,1.104593057757004,1,19222,21232,0.18
792,366751,7,9,5,11,17,,Jobs,1766085200063,0,0,0,1,68,16,5|5|5,1.005,14,4,4,2,4,1,30,17,0,0,3,49,0,0,1,0,14,11,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),65,1.2073356583050625,1,66015,79702,0
793,460055,7,6,5,5,17,,Potential,1766085200066,0,0,0,1,58,16,5|5|5,1.032,12,1,2,2,3,4,31,17,0,12157.823389288618,6,0,0,7,4,0,8,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),73,1.2882704232935769,1,128815,165949,0
794,545053,6,6,5,7,11,8,Potential,1766085200068,1,0,0,2,71,16,5|5|5,1.113,20,3,2,2,0,2,21,11,0,52669.578664227694,11,0,0,13,2,1,7,7,Policy rewards not active (best-effort),93,1.4430500644204192,1,98110,141578,0
795,685517,7,9,5,10,18,,Potential,1766085200069,1,1,0,1,67,16,5|5|5,1.25,12,3,2,5,2,2,26,18,0,134894.9999638608,1,0,0,1,2,1,12,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,123393,197429,0
796,229889,6,8,5,10,18,,Jobs,1766085200071,0,0,2,0,70,16,5|5|5,0.643,19,2,5,3,0,2,28,18,0,0,19,16,0,22,2,0,10,10,Policy rewards not active (best-effort),55,1.1177188250447112,1,18391,20556,0.36
797,307426,5,3,5,4,18,,Jobs,1766085200073,0,0,0,3,72,16,5|5|5,1.005,12,1,0,3,1,1,27,18,0,0,15,47,0,0,1,0,5,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),59,1.1551681723085234,1,24594,28410,0
798,514717,6,10,5,9,11,,Potential,1766085200075,1,0,0,2,69,16,5|5|5,1.084,18,2,3,3,2,2,27,11,0,36855.62864770472,10,0,0,12,2,1,10,9,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),93,1.447340837379882,1,41177,59597,0
799,1092989,7,10,5,12,15,7,Potential,1766085200077,1,0,0,1,67,16,5|5|5,1.605,22,2,6,5,0,2,27,15,0,408925.17236928677,8,2,0,9,2,1,13,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,306037,489659,0
800,312162,5,12,5,7,16,,None,1766085200079,0,0,1,2,71,16,5|5|5,0.823,19,1,2,3,1,4,25,16,0,0,20,24,0,9,4,0,7,7,Policy rewards not active (best-effort),61,1.1747401845599366,1,24973,29337,0.18
801,745678,7,7,5,9,18,,Potential,1766085200081,1,0,0,1,73,16,5|5|5,1.307,17,3,2,3,1,4,23,18,0,172627.7920180436,6,2,0,7,4,1,9,9,Policy rewards not active (best-effort),100,1.6,1,208790,334064,0
802,809174,8,6,5,11,11,,Potential,1766085200084,1,0,0,0,71,16,5|5|5,1.365,14,1,5,4,1,3,23,11,0,213745.9186692464,0,0,0,0,3,1,11,11,Policy rewards not active (best-effort),100,1.537732978828396,1,145651,223972,0
803,239850,5,11,5,8,18,,Jobs,1766085200086,1,0,1,2,70,16,5|5|5,0.823,16,2,2,3,1,2,25,18,0,0,23,26,0,17,2,1,8,8,Policy rewards not active (best-effort),84,1.3460495935870793,1,43173,58113,0.18
804,203644,7,8,5,10,11,,Potential,1766085200088,1,0,0,1,67,16,5|5|5,1.003,7,2,5,3,2,3,21,11,0,0,3,0,0,4,3,1,12,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),81,1.3094496451038953,1,57020,74665,0
805,233786,7,9,5,13,15,,Potential,1766085200090,0,0,1,0,62,16,5|5|5,0.823,9,3,7,3,0,2,22,15,0,0,4,0,0,5,2,0,13,13,Policy rewards not active (best-effort),57,1.1357564243421003,1,18703,21242,0.18
806,1016964,8,11,5,16,17,8,Jobs,1766085200092,1,0,0,0,68,16,5|5|5,1.544,25,2,6,5,4,2,24,17,0,355780.50562851387,0,15,0,0,2,1,17,16,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,183054,292886,0
807,447152,7,5,5,6,18,,Jobs,1766085200094,1,0,0,1,69,16,5|5|5,1.02,16,1,1,3,1,3,26,18,0,7672.799536334168,5,41,0,0,3,1,6,6,Policy rewards not active (best-effort),98,1.5031787589119023,1,35772,53772,0
808,786900,7,7,5,8,18,,Potential,1766085200096,1,0,0,1,69,16,5|5|5,1.344,17,3,2,3,1,4,24,18,0,199675.31664806203,6,0,0,7,4,1,9,8,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.6,1,220332,352531,0
809,561345,7,8,5,6,17,,Jobs,1766085200098,0,0,0,1,64,16,5|5|5,1.129,16,2,0,4,1,6,22,17,0,61346.26699388644,6,15,0,0,6,0,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),77,1.3269515414877262,1,44908,59591,0
810,321614,7,5,5,6,10,,Potential,1766085200100,0,0,0,1,69,16,5|5|5,1.003,9,0,3,3,2,4,25,10,0,0,6,2,0,0,4,0,8,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),58,1.1482712728870859,1,90052,103404,0
811,342568,6,8,5,8,11,,Potential,1766085200102,1,0,1,1,69,16,5|5|5,0.823,13,4,1,1,2,3,24,11,0,0,12,18,0,8,3,1,8,8,Policy rewards not active (best-effort),83,1.3321187212290329,1,61662,82141,0.18
812,173225,5,6,5,6,10,,Potential,1766085200104,1,0,1,2,65,16,5|5|5,0.823,10,3,2,1,1,2,30,10,0,0,16,0,0,16,2,1,7,6,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),69,1.1909765075314522,1,13858,16505,0.18
813,544520,8,8,5,12,18,,Potential,1766085200106,0,0,0,0,70,16,5|5|5,1.112,11,5,5,2,2,2,22,18,0,52669.578664227694,0,2,0,0,2,0,14,12,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),79,1.348607961021701,1,98014,132182,0
814,344544,6,8,5,4,18,,Jobs,1766085200108,1,0,0,2,72,16,5|5|5,1.005,11,0,1,2,2,5,38,18,0,0,6,61,0,0,5,1,5,4,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),92,1.4315589595929614,1,62018,88782,0
815,350939,6,8,5,7,18,,Potential,1766085200110,1,1,0,2,69,16,5|5|5,1.002,12,4,2,1,1,3,21,18,0,0,5,5,0,6,3,1,8,7,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),95,1.4634095321256315,1,63169,92442,0
816,403072,5,11,5,5,11,8,Potential,1766085200112,1,0,0,3,69,16,5|5|5,1.004,21,1,2,3,0,4,27,11,0,0,11,9,0,11,4,1,6,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),90,1.4030429757519203,1,112860,158347,0
817,500029,7,9,5,12,18,,Potential,1766085200114,1,0,0,1,71,16,5|5|5,1.069,17,3,3,6,2,1,20,18,0,29765.74166422024,4,0,0,5,1,1,14,12,Unplaced assets remaining (best-effort),100,1.5587819139526546,1,90005,140298,0
818,485336,7,8,5,10,16,,Potential,1766085200116,1,0,0,1,61,16,5|5|5,1.054,15,2,4,4,1,2,29,16,0,23259.578737469998,3,0,0,4,2,1,11,10,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5206919826913052,1,87360,132848,0
819,409834,5,7,5,5,11,8,Potential,1766085200118,0,0,0,3,64,16,5|5|5,1.002,22,1,1,2,4,1,23,11,0,0,13,4,0,10,1,0,8,5,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),62,1.1830521449714893,1,73770,87274,0
820,459853,6,7,5,8,18,7,Jobs,1766085200120,0,0,1,1,67,16,5|5|5,0.925,22,4,3,0,1,1,33,18,0,61346.26699388644,16,42,0,0,1,0,8,8,Policy rewards not active (best-effort),65,1.2101800994022252,1,36788,44520,0.18
821,969170,8,10,5,14,11,8,Potential,1766085200122,1,0,0,0,72,16,5|5|5,1.505,20,3,4,4,4,3,25,11,0,321913.0288456441,0,2,0,0,3,1,15,14,Unplaced assets remaining (best-effort)|Policy rewards not active (best-effort),100,1.5679292188515683,1,174451,273527,0
822,1042281,6,11,5,10,16,6,Potential,1766085200124,1,0,0,2,74,16,5|5|5,1.565,26,3,2,4,3,1,26,16,0,373186.6604079859,10,5,0,12,1,1,12,10,Unplaced assets remaining (best-effort),100,1.6,1,83382,133411,0
